date,item_name,category,prep_qty,orders_qty,day_of_week,is_weekend,is_holiday,weather,staff_count,event_flag
2024-01-06,Chicken Biryani,Main Course,70,66,Saturday,1,0,Sunny,12,0
2024-01-06,Mutton Rogan Josh,Main Course,71,39,Saturday,1,0,Sunny,12,0
2024-01-06,Paneer Tikka,Starters,89,58,Saturday,1,0,Sunny,12,0
2024-01-06,Chicken Tandoori,Starters,85,65,Saturday,1,0,Sunny,12,0
2024-01-06,Veg Spring Rolls,Starters,87,69,Saturday,1,0,Sunny,12,0
2024-01-06,Fish Amritsari,Starters,98,61,Saturday,1,0,Sunny,12,0
2024-01-06,Butter Naan,Breads,123,111,Saturday,1,0,Sunny,12,0
2024-01-06,Garlic Naan,Breads,116,95,Saturday,1,0,Sunny,12,0
2024-01-06,Tandoori Roti,Breads,120,102,Saturday,1,0,Sunny,12,0
2024-01-06,Gulab Jamun,Desserts,62,50,Saturday,1,0,Sunny,12,0
2024-01-06,Ras Malai,Desserts,58,39,Saturday,1,0,Sunny,12,0
2024-01-06,Kheer,Desserts,55,41,Saturday,1,0,Sunny,12,0
2024-01-06,Kulfi,Desserts,49,25,Saturday,1,0,Sunny,12,0
2024-01-07,Paneer Butter Masala,Main Course,63,51,Sunday,1,0,Cloudy,14,0
2024-01-07,Dal Makhani,Main Course,86,64,Sunday,1,0,Cloudy,14,0
2024-01-07,Chicken Biryani,Main Course,73,59,Sunday,1,0,Cloudy,14,0
2024-01-07,Mutton Rogan Josh,Main Course,59,42,Sunday,1,0,Cloudy,14,0
2024-01-07,Paneer Tikka,Starters,103,78,Sunday,1,0,Cloudy,14,0
2024-01-07,Chicken Tandoori,Starters,91,86,Sunday,1,0,Cloudy,14,0
2024-01-07,Veg Spring Rolls,Starters,83,73,Sunday,1,0,Cloudy,14,0
2024-01-07,Fish Amritsari,Starters,97,25,Sunday,1,0,Cloudy,14,0
2024-01-07,Butter Naan,Breads,133,124,Sunday,1,0,Cloudy,14,0
2024-01-07,Garlic Naan,Breads,120,95,Sunday,1,0,Cloudy,14,0
2024-01-07,Tandoori Roti,Breads,126,112,Sunday,1,0,Cloudy,14,0
2024-01-07,Gulab Jamun,Desserts,61,40,Sunday,1,0,Cloudy,14,0
2024-01-07,Ras Malai,Desserts,57,48,Sunday,1,0,Cloudy,14,0
2024-01-07,Kheer,Desserts,47,34,Sunday,1,0,Cloudy,14,0
2024-01-07,Kulfi,Desserts,48,37,Sunday,1,0,Cloudy,14,0
2024-01-08,Paneer Butter Masala,Main Course,46,40,Monday,0,0,Sunny,11,0
2024-01-08,Dal Makhani,Main Course,54,39,Monday,0,0,Sunny,11,0
2024-01-08,Chicken Biryani,Main Course,46,41,Monday,0,0,Sunny,11,0
2024-01-08,Mutton Rogan Josh,Main Course,42,26,Monday,0,0,Sunny,11,0
2024-01-08,Paneer Tikka,Starters,59,53,Monday,0,0,Sunny,11,0
2024-01-08,Chicken Tandoori,Starters,57,50,Monday,0,0,Sunny,11,0
2024-01-08,Veg Spring Rolls,Starters,64,55,Monday,0,0,Sunny,11,0
2024-01-08,Fish Amritsari,Starters,64,32,Monday,0,0,Sunny,11,0
2024-01-08,Butter Naan,Breads,80,71,Monday,0,0,Sunny,11,0
2024-01-08,Garlic Naan,Breads,90,78,Monday,0,0,Sunny,11,0
2024-01-08,Tandoori Roti,Breads,86,61,Monday,0,0,Sunny,11,0
2024-01-08,Gulab Jamun,Desserts,42,38,Monday,0,0,Sunny,11,0
2024-01-08,Ras Malai,Desserts,41,26,Monday,0,0,Sunny,11,0
2024-01-08,Kheer,Desserts,39,28,Monday,0,0,Sunny,11,0
2024-01-08,Kulfi,Desserts,31,20,Monday,0,0,Sunny,11,0
2024-01-09,Paneer Butter Masala,Main Course,55,53,Tuesday,0,0,Cloudy,9,0
2024-01-09,Dal Makhani,Main Course,57,38,Tuesday,0,0,Cloudy,9,0
2024-01-09,Chicken Biryani,Main Course,48,40,Tuesday,0,0,Cloudy,9,0
2024-01-09,Mutton Rogan Josh,Main Course,50,37,Tuesday,0,0,Cloudy,9,0
2024-01-09,Paneer Tikka,Starters,58,48,Tuesday,0,0,Cloudy,9,0
2024-01-09,Chicken Tandoori,Starters,60,45,Tuesday,0,0,Cloudy,9,0
2024-01-09,Veg Spring Rolls,Starters,67,51,Tuesday,0,0,Cloudy,9,0
2024-01-09,Fish Amritsari,Starters,66,50,Tuesday,0,0,Cloudy,9,0
2024-01-09,Butter Naan,Breads,91,86,Tuesday,0,0,Cloudy,9,0
2024-01-09,Garlic Naan,Breads,78,63,Tuesday,0,0,Cloudy,9,0
2024-01-09,Tandoori Roti,Breads,100,68,Tuesday,0,0,Cloudy,9,0
2024-01-09,Gulab Jamun,Desserts,41,32,Tuesday,0,0,Cloudy,9,0
2024-01-09,Ras Malai,Desserts,39,13,Tuesday,0,0,Cloudy,9,0
2024-01-09,Kheer,Desserts,33,23,Tuesday,0,0,Cloudy,9,0
2024-01-09,Kulfi,Desserts,36,22,Tuesday,0,0,Cloudy,9,0
2024-01-10,Paneer Butter Masala,Main Course,50,40,Wednesday,0,0,Sunny,10,0
2024-01-10,Dal Makhani,Main Course,53,38,Wednesday,0,0,Sunny,10,0
2024-01-10,Chicken Biryani,Main Course,47,40,Wednesday,0,0,Sunny,10,0
2024-01-10,Mutton Rogan Josh,Main Course,48,35,Wednesday,0,0,Sunny,10,0
2024-01-10,Paneer Tikka,Starters,66,54,Wednesday,0,0,Sunny,10,0
2024-01-10,Chicken Tandoori,Starters,53,38,Wednesday,0,0,Sunny,10,0
2024-01-10,Veg Spring Rolls,Starters,67,50,Wednesday,0,0,Sunny,10,0
2024-01-10,Fish Amritsari,Starters,59,32,Wednesday,0,0,Sunny,10,0
2024-01-10,Butter Naan,Breads,82,68,Wednesday,0,0,Sunny,10,0
2024-01-10,Garlic Naan,Breads,88,68,Wednesday,0,0,Sunny,10,0
2024-01-10,Tandoori Roti,Breads,89,83,Wednesday,0,0,Sunny,10,0
2024-01-10,Gulab Jamun,Desserts,43,30,Wednesday,0,0,Sunny,10,0
2024-01-10,Ras Malai,Desserts,44,36,Wednesday,0,0,Sunny,10,0
2024-01-10,Kheer,Desserts,33,24,Wednesday,0,0,Sunny,10,0
2024-01-10,Kulfi,Desserts,33,22,Wednesday,0,0,Sunny,10,0
2024-01-11,Paneer Butter Masala,Main Course,51,44,Thursday,0,0,Sunny,11,0
2024-01-11,Dal Makhani,Main Course,52,44,Thursday,0,0,Sunny,11,0
2024-01-11,Chicken Biryani,Main Course,43,38,Thursday,0,0,Sunny,11,0
2024-01-11,Mutton Rogan Josh,Main Course,42,30,Thursday,0,0,Sunny,11,0
2024-01-11,Paneer Tikka,Starters,73,51,Thursday,0,0,Sunny,11,0
2024-01-11,Chicken Tandoori,Starters,62,41,Thursday,0,0,Sunny,11,0
2024-01-11,Veg Spring Rolls,Starters,70,62,Thursday,0,0,Sunny,11,0
2024-01-11,Fish Amritsari,Starters,59,45,Thursday,0,0,Sunny,11,0
2024-01-11,Butter Naan,Breads,93,86,Thursday,0,0,Sunny,11,0
2024-01-11,Garlic Naan,Breads,89,69,Thursday,0,0,Sunny,11,0
2024-01-11,Tandoori Roti,Breads,89,72,Thursday,0,0,Sunny,11,0
2024-01-11,Gulab Jamun,Desserts,46,35,Thursday,0,0,Sunny,11,0
2024-01-11,Ras Malai,Desserts,45,31,Thursday,0,0,Sunny,11,0
2024-01-11,Kheer,Desserts,38,31,Thursday,0,0,Sunny,11,0
2024-01-11,Kulfi,Desserts,37,20,Thursday,0,0,Sunny,11,0
2024-01-12,Paneer Butter Masala,Main Course,54,51,Friday,0,0,Cloudy,9,0
2024-01-12,Dal Makhani,Main Course,60,41,Friday,0,0,Cloudy,9,0
2024-01-12,Chicken Biryani,Main Course,52,48,Friday,0,0,Cloudy,9,0
2024-01-12,Mutton Rogan Josh,Main Course,45,34,Friday,0,0,Cloudy,9,0
2024-01-12,Paneer Tikka,Starters,65,60,Friday,0,0,Cloudy,9,0
2024-01-12,Chicken Tandoori,Starters,59,20,Friday,0,0,Cloudy,9,0
2024-01-12,Veg Spring Rolls,Starters,113,63,Friday,0,0,Cloudy,9,0
2024-01-12,Fish Amritsari,Starters,65,46,Friday,0,0,Cloudy,9,0
2024-01-12,Butter Naan,Breads,88,85,Friday,0,0,Cloudy,9,0
2024-01-12,Garlic Naan,Breads,97,88,Friday,0,0,Cloudy,9,0
2024-01-12,Tandoori Roti,Breads,89,59,Friday,0,0,Cloudy,9,0
2024-01-12,Gulab Jamun,Desserts,40,30,Friday,0,0,Cloudy,9,0
2024-01-12,Ras Malai,Desserts,48,36,Friday,0,0,Cloudy,9,0
2024-01-12,Kheer,Desserts,36,25,Friday,0,0,Cloudy,9,0
2024-01-12,Kulfi,Desserts,32,20,Friday,0,0,Cloudy,9,0
2024-01-13,Paneer Butter Masala,Main Course,78,68,Saturday,1,0,Cloudy,12,0
2024-01-13,Dal Makhani,Main Course,79,65,Saturday,1,0,Cloudy,12,0
2024-01-13,Chicken Biryani,Main Course,64,53,Saturday,1,0,Cloudy,12,0
2024-01-13,Mutton Rogan Josh,Main Course,65,33,Saturday,1,0,Cloudy,12,0
2024-01-13,Paneer Tikka,Starters,92,71,Saturday,1,0,Cloudy,12,0
2024-01-13,Chicken Tandoori,Starters,75,52,Saturday,1,0,Cloudy,12,0
2024-01-13,Veg Spring Rolls,Starters,89,65,Saturday,1,0,Cloudy,12,0
2024-01-13,Fish Amritsari,Starters,78,55,Saturday,1,0,Cloudy,12,0
2024-01-13,Butter Naan,Breads,116,38,Saturday,1,0,Cloudy,12,0
2024-01-13,Garlic Naan,Breads,135,110,Saturday,1,0,Cloudy,12,0
2024-01-13,Tandoori Roti,Breads,144,119,Saturday,1,0,Cloudy,12,0
2024-01-13,Gulab Jamun,Desserts,71,49,Saturday,1,0,Cloudy,12,0
2024-01-13,Ras Malai,Desserts,54,45,Saturday,1,0,Cloudy,12,0
2024-01-13,Kheer,Desserts,46,41,Saturday,1,0,Cloudy,12,0
2024-01-13,Kulfi,Desserts,54,32,Saturday,1,0,Cloudy,12,0
2024-01-14,Paneer Butter Masala,Main Course,68,57,Sunday,1,0,Sunny,13,0
2024-01-14,Dal Makhani,Main Course,71,58,Sunday,1,0,Sunny,13,0
2024-01-14,Chicken Biryani,Main Course,63,56,Sunday,1,0,Sunny,13,0
2024-01-14,Mutton Rogan Josh,Main Course,64,44,Sunday,1,0,Sunny,13,0
2024-01-14,Paneer Tikka,Starters,101,86,Sunday,1,0,Sunny,13,0
2024-01-14,Chicken Tandoori,Starters,83,74,Sunday,1,0,Sunny,13,0
2024-01-14,Veg Spring Rolls,Starters,90,71,Sunday,1,0,Sunny,13,0
2024-01-14,Fish Amritsari,Starters,81,46,Sunday,1,0,Sunny,13,0
2024-01-14,Butter Naan,Breads,129,116,Sunday,1,0,Sunny,13,0
2024-01-14,Garlic Naan,Breads,131,101,Sunday,1,0,Sunny,13,0
2024-01-14,Tandoori Roti,Breads,118,79,Sunday,1,0,Sunny,13,0
2024-01-14,Gulab Jamun,Desserts,69,53,Sunday,1,0,Sunny,13,0
2024-01-14,Ras Malai,Desserts,62,57,Sunday,1,0,Sunny,13,0
2024-01-14,Kheer,Desserts,46,36,Sunday,1,0,Sunny,13,0
2024-01-14,Kulfi,Desserts,45,33,Sunday,1,0,Sunny,13,0
2024-01-15,Paneer Butter Masala,Main Course,45,40,Monday,0,0,Cloudy,9,0
2024-01-15,Dal Makhani,Main Course,53,47,Monday,0,0,Cloudy,9,0
2024-01-15,Chicken Biryani,Main Course,46,39,Monday,0,0,Cloudy,9,0
2024-01-15,Mutton Rogan Josh,Main Course,42,26,Monday,0,0,Cloudy,9,0
2024-01-15,Paneer Tikka,Starters,72,62,Monday,0,0,Cloudy,9,0
2024-01-15,Chicken Tandoori,Starters,61,55,Monday,0,0,Cloudy,9,0
2024-01-15,Veg Spring Rolls,Starters,61,57,Monday,0,0,Cloudy,9,0
2024-01-15,Fish Amritsari,Starters,66,36,Monday,0,0,Cloudy,9,0
2024-01-15,Butter Naan,Breads,79,67,Monday,0,0,Cloudy,9,0
2024-01-15,Garlic Naan,Breads,97,76,Monday,0,0,Cloudy,9,0
2024-01-15,Tandoori Roti,Breads,87,78,Monday,0,0,Cloudy,9,0
2024-01-15,Gulab Jamun,Desserts,42,28,Monday,0,0,Cloudy,9,0
2024-01-15,Ras Malai,Desserts,41,35,Monday,0,0,Cloudy,9,0
2024-01-15,Kheer,Desserts,36,31,Monday,0,0,Cloudy,9,0
2024-01-15,Kulfi,Desserts,38,10,Monday,0,0,Cloudy,9,0
2024-01-16,Paneer Butter Masala,Main Course,54,46,Tuesday,0,0,Sunny,9,0
2024-01-16,Dal Makhani,Main Course,56,46,Tuesday,0,0,Sunny,9,0
2024-01-16,Chicken Biryani,Main Course,52,45,Tuesday,0,0,Sunny,9,0
2024-01-16,Mutton Rogan Josh,Main Course,42,24,Tuesday,0,0,Sunny,9,0
2024-01-16,Paneer Tikka,Starters,58,38,Tuesday,0,0,Sunny,9,0
2024-01-16,Chicken Tandoori,Starters,57,48,Tuesday,0,0,Sunny,9,0
2024-01-16,Veg Spring Rolls,Starters,70,47,Tuesday,0,0,Sunny,9,0
2024-01-16,Fish Amritsari,Starters,70,47,Tuesday,0,0,Sunny,9,0
2024-01-16,Butter Naan,Breads,83,76,Tuesday,0,0,Sunny,9,0
2024-01-16,Garlic Naan,Breads,82,57,Tuesday,0,0,Sunny,9,0
2024-01-16,Tandoori Roti,Breads,98,73,Tuesday,0,0,Sunny,9,0
2024-01-16,Gulab Jamun,Desserts,50,46,Tuesday,0,0,Sunny,9,0
2024-01-16,Ras Malai,Desserts,42,36,Tuesday,0,0,Sunny,9,0
2024-01-16,Kheer,Desserts,39,27,Tuesday,0,0,Sunny,9,0
2024-01-16,Kulfi,Desserts,36,18,Tuesday,0,0,Sunny,9,0
2024-01-17,Paneer Butter Masala,Main Course,66,56,Wednesday,0,0,Sunny,8,1
2024-01-17,Dal Makhani,Main Course,119,46,Wednesday,0,0,Sunny,8,1
2024-01-17,Chicken Biryani,Main Course,53,48,Wednesday,0,0,Sunny,8,1
2024-01-17,Mutton Rogan Josh,Main Course,56,37,Wednesday,0,0,Sunny,8,1
2024-01-17,Paneer Tikka,Starters,82,67,Wednesday,0,0,Sunny,8,1
2024-01-17,Chicken Tandoori,Starters,75,63,Wednesday,0,0,Sunny,8,1
2024-01-17,Veg Spring Rolls,Starters,83,74,Wednesday,0,0,Sunny,8,1
2024-01-17,Fish Amritsari,Starters,78,42,Wednesday,0,0,Sunny,8,1
2024-01-17,Butter Naan,Breads,95,78,Wednesday,0,0,Sunny,8,1
2024-01-17,Garlic Naan,Breads,97,86,Wednesday,0,0,Sunny,8,1
2024-01-17,Tandoori Roti,Breads,97,71,Wednesday,0,0,Sunny,8,1
2024-01-17,Gulab Jamun,Desserts,56,40,Wednesday,0,0,Sunny,8,1
2024-01-17,Ras Malai,Desserts,55,37,Wednesday,0,0,Sunny,8,1
2024-01-17,Kheer,Desserts,48,36,Wednesday,0,0,Sunny,8,1
2024-01-17,Kulfi,Desserts,38,26,Wednesday,0,0,Sunny,8,1
2024-01-18,Paneer Butter Masala,Main Course,48,38,Thursday,0,0,Cloudy,8,0
2024-01-18,Dal Makhani,Main Course,63,55,Thursday,0,0,Cloudy,8,0
2024-01-18,Chicken Biryani,Main Course,43,36,Thursday,0,0,Cloudy,8,0
2024-01-18,Mutton Rogan Josh,Main Course,49,28,Thursday,0,0,Cloudy,8,0
2024-01-18,Paneer Tikka,Starters,65,45,Thursday,0,0,Cloudy,8,0
2024-01-18,Chicken Tandoori,Starters,54,36,Thursday,0,0,Cloudy,8,0
2024-01-18,Veg Spring Rolls,Starters,62,57,Thursday,0,0,Cloudy,8,0
2024-01-18,Fish Amritsari,Starters,70,48,Thursday,0,0,Cloudy,8,0
2024-01-18,Butter Naan,Breads,100,96,Thursday,0,0,Cloudy,8,0
2024-01-18,Garlic Naan,Breads,78,65,Thursday,0,0,Cloudy,8,0
2024-01-18,Tandoori Roti,Breads,91,85,Thursday,0,0,Cloudy,8,0
2024-01-18,Gulab Jamun,Desserts,49,43,Thursday,0,0,Cloudy,8,0
2024-01-18,Ras Malai,Desserts,44,30,Thursday,0,0,Cloudy,8,0
2024-01-18,Kheer,Desserts,37,32,Thursday,0,0,Cloudy,8,0
2024-01-18,Kulfi,Desserts,32,20,Thursday,0,0,Cloudy,8,0
2024-01-19,Paneer Butter Masala,Main Course,54,20,Friday,0,0,Sunny,12,0
2024-01-19,Dal Makhani,Main Course,63,54,Friday,0,0,Sunny,12,0
2024-01-19,Chicken Biryani,Main Course,54,50,Friday,0,0,Sunny,12,0
2024-01-19,Mutton Rogan Josh,Main Course,42,21,Friday,0,0,Sunny,12,0
2024-01-19,Paneer Tikka,Starters,63,55,Friday,0,0,Sunny,12,0
2024-01-19,Chicken Tandoori,Starters,59,53,Friday,0,0,Sunny,12,0
2024-01-19,Veg Spring Rolls,Starters,63,47,Friday,0,0,Sunny,12,0
2024-01-19,Fish Amritsari,Starters,66,33,Friday,0,0,Sunny,12,0
2024-01-19,Butter Naan,Breads,81,73,Friday,0,0,Sunny,12,0
2024-01-19,Garlic Naan,Breads,84,78,Friday,0,0,Sunny,12,0
2024-01-19,Tandoori Roti,Breads,98,81,Friday,0,0,Sunny,12,0
2024-01-19,Gulab Jamun,Desserts,46,38,Friday,0,0,Sunny,12,0
2024-01-19,Ras Malai,Desserts,38,26,Friday,0,0,Sunny,12,0
2024-01-19,Kheer,Desserts,37,31,Friday,0,0,Sunny,12,0
2024-01-19,Kulfi,Desserts,33,23,Friday,0,0,Sunny,12,0
2024-01-20,Paneer Butter Masala,Main Course,88,78,Saturday,1,0,Sunny,14,1
2024-01-20,Dal Makhani,Main Course,92,65,Saturday,1,0,Sunny,14,1
2024-01-20,Chicken Biryani,Main Course,90,87,Saturday,1,0,Sunny,14,1
2024-01-20,Mutton Rogan Josh,Main Course,81,59,Saturday,1,0,Sunny,14,1
2024-01-20,Paneer Tikka,Starters,111,36,Saturday,1,0,Sunny,14,1
2024-01-20,Chicken Tandoori,Starters,108,83,Saturday,1,0,Sunny,14,1
2024-01-20,Veg Spring Rolls,Starters,122,87,Saturday,1,0,Sunny,14,1
2024-01-20,Fish Amritsari,Starters,113,80,Saturday,1,0,Sunny,14,1
2024-01-20,Butter Naan,Breads,140,116,Saturday,1,0,Sunny,14,1
2024-01-20,Garlic Naan,Breads,139,126,Saturday,1,0,Sunny,14,1
2024-01-20,Tandoori Roti,Breads,149,123,Saturday,1,0,Sunny,14,1
2024-01-20,Gulab Jamun,Desserts,86,62,Saturday,1,0,Sunny,14,1
2024-01-20,Ras Malai,Desserts,78,53,Saturday,1,0,Sunny,14,1
2024-01-20,Kheer,Desserts,57,38,Saturday,1,0,Sunny,14,1
2024-01-20,Kulfi,Desserts,57,35,Saturday,1,0,Sunny,14,1
2024-01-21,Paneer Butter Masala,Main Course,71,65,Sunday,1,0,Cloudy,13,0
2024-01-21,Dal Makhani,Main Course,80,64,Sunday,1,0,Cloudy,13,0
2024-01-21,Chicken Biryani,Main Course,62,50,Sunday,1,0,Cloudy,13,0
2024-01-21,Mutton Rogan Josh,Main Course,60,31,Sunday,1,0,Cloudy,13,0
2024-01-21,Paneer Tikka,Starters,90,71,Sunday,1,0,Cloudy,13,0
2024-01-21,Chicken Tandoori,Starters,78,73,Sunday,1,0,Cloudy,13,0
2024-01-21,Veg Spring Rolls,Starters,92,69,Sunday,1,0,Cloudy,13,0
2024-01-21,Fish Amritsari,Starters,81,63,Sunday,1,0,Cloudy,13,0
2024-01-21,Butter Naan,Breads,115,95,Sunday,1,0,Cloudy,13,0
2024-01-21,Garlic Naan,Breads,116,98,Sunday,1,0,Cloudy,13,0
2024-01-21,Tandoori Roti,Breads,113,81,Sunday,1,0,Cloudy,13,0
2024-01-21,Gulab Jamun,Desserts,68,46,Sunday,1,0,Cloudy,13,0
2024-01-21,Ras Malai,Desserts,62,57,Sunday,1,0,Cloudy,13,0
2024-01-21,Kheer,Desserts,52,39,Sunday,1,0,Cloudy,13,0
2024-01-21,Kulfi,Desserts,47,37,Sunday,1,0,Cloudy,13,0
2024-01-22,Paneer Butter Masala,Main Course,49,45,Monday,0,0,Sunny,10,0
2024-01-22,Dal Makhani,Main Course,60,46,Monday,0,0,Sunny,10,0
2024-01-22,Chicken Biryani,Main Course,50,42,Monday,0,0,Sunny,10,0
2024-01-22,Mutton Rogan Josh,Main Course,49,31,Monday,0,0,Sunny,10,0
2024-01-22,Paneer Tikka,Starters,61,40,Monday,0,0,Sunny,10,0
2024-01-22,Chicken Tandoori,Starters,60,47,Monday,0,0,Sunny,10,0
2024-01-22,Veg Spring Rolls,Starters,66,16,Monday,0,0,Sunny,10,0
2024-01-22,Fish Amritsari,Starters,64,41,Monday,0,0,Sunny,10,0
2024-01-22,Butter Naan,Breads,94,84,Monday,0,0,Sunny,10,0
2024-01-22,Garlic Naan,Breads,96,64,Monday,0,0,Sunny,10,0
2024-01-22,Tandoori Roti,Breads,89,63,Monday,0,0,Sunny,10,0
